name,key,link,related_aesthetics,decade_of_origin,key_motifs,key_colours,key_values,related_media,earliest_origin,latest_origin
Art Nouveau,Art_Nouveau,https://aesthetics.fandom.com/wiki/Art_Nouveau,"['Aestheticism', 'Arts_and_Crafts', 'Art_Deco', 'Glasgow_Style', 'Japonisme', 'Modernisme', 'Symbolism', 'Post-Impressionism', 'Psychedelia']",1890s–1910s,"""Whiplash"" curves, sinuous lines, stylized natural forms (flowers, insects, vines), female figures, peacock feathers","Muted palettes including olive green, mustard yellow, brown, lilac, and sage, often with accents of gold and silver","Integration of fine and applied arts, rejection of historicism, ornamentation based on nature, use of modern materials",,1890.0,1910.0
Arts and Crafts,Arts_and_Crafts,https://aesthetics.fandom.com/wiki/Arts_and_Crafts,"['Art_Nouveau', 'Bauhaus', 'Pre-Raphaelite']",1880s - 1920s,"Stylized natural forms (flowers, vines, birds), medieval influences, simple and strong construction, visible joinery, handcrafted textures","Rich, deep colors from natural dyes (earthy reds, deep greens, ochre yellows, indigo blues)","Dignity of labor, anti-industrialism, social reform, truth to materials, unity of art and life, craftsmanship, simplicity, utility",,1880.0,1920.0
Art Singulier,Art_Singulier,https://aesthetics.fandom.com/wiki/Art_Singulier,"['Cubism', 'Lowbrow', 'Superflat', 'Surrealism']",1970s,"Spontaneity, personal expression, non-academic techniques, diverse styles, exploration of individual realities, rejection of intellectualism",Bright colors,"Individual creativity, freedom from artistic norms, authenticity, personal vision, emotional expression, intuitive creation",,1970.0,1970.0
Asian Baby Girl,Asian_Baby_Girl,https://aesthetics.fandom.com/wiki/Asian_Baby_Girl,"['Baddie', 'Femme_Fatale', 'Sukeban']",1990s,"Raves, parties, boba, tattoos, dyed hair, nightlife",Black,"Rebellion against stereotypes, individuality, femininity, freedom",,1990.0,1990.0
Atomic Age,Atomic_Age,https://aesthetics.fandom.com/wiki/Atomic_Age,"['Atompunk', 'Googie', 'Mid-Century_Modern', 'Raygun_Gothic', 'Rocketpunk', 'Space_Age']",1940s,"Atomic/molecular models, starbursts, boomerangs, amoeba shapes, parabolas, satellites, rockets","Vibrant pastels (turquoise, pink, yellow), primary colors (red, blue), with white, black, and metallic accents","Futurism, optimism, scientific progress, technological anxiety, modernity",,1940.0,1940.0
Atompunk,Atompunk,https://aesthetics.fandom.com/wiki/Atompunk,"['Cyberpunk', 'Decopunk', 'Dieselpunk', 'Modernism', 'Punk', 'Raygun_Gothic', 'Retrofuturism', 'Rocketpunk', 'Space_Age', 'Atomic_Age', 'Googie', 'Mid-Century_Modern']",1950s,"Nuclear-based power, space travel, hover technology, bright colours",,"Endless technological advancement, pulp comic vibes, pessimistic views",uturama and Red Dwarf,1950.0,1950.0
Auroracore,Auroracore,https://aesthetics.fandom.com/wiki/Auroracore,"['Angelcore', 'Art_Nouveau', 'Ethereal', 'Fantasy', 'Fairycore', 'Fairy_Kei', 'Fairy_Tale', 'Galaxy_Print', 'Magical_Girls', 'Pastel_Goth', 'Princesscore', 'Spacecore', 'Unicorncore']",2010s,"Magic, crystals and gems, stars, iridescence, flowy fabric, feathers, wings, water, elegant weapons, blended gradients, sparkles, scales, clouds, glowing, auroras","Luminous pastels, mostly purple but uses any colors ranging from cyan to pink, metallic accents","Purity, power, beauty,elegance, divinity, otherworldliness, enchantment, goodness, love, heroism",rozen IIFrozenGenshin ImpactMy Little Pony: Friendship is MagicShe-Ra and the Princesses of PowerStarlight BrigadeSteven UniverseOri seriesAvatar movies,2010.0,2010.0
Australiana,Australiana,https://aesthetics.fandom.com/wiki/Australiana,"['Surf_Crush', 'Vacation_Dadcore']",1980s,"Australian wildlife, koalas, kangaroos, and galahs, native flora and fauna, Aboriginal art, low-set cream brick homes, Queenslanders, nostalgic kitsch, retro design elements, fairy bread","Opalescent and iridescent, Contrasting colour schemes, Colours that don't go together, White with splashes of colour and bright primary colours","Nostalgia, Irreverence, Occasionally iconoclastic, 'Larrikin' spirit, Fun, Laidback, Ironic",,1980.0,1980.0
Autumn Aesthetic,Autumn_Aesthetic,https://aesthetics.fandom.com/wiki/Autumn_Aesthetic,"['Christian_Girl_Autumn', 'Cinnamon_Girl', 'Cozycore', 'Dark_Academia', 'Hygge', 'Maillard_Style', 'Twilightcore']",2010s,"Pumpkin spice lattes, chunky knit sweaters, falling leaves, cozy blankets, candles, classic books, pumpkin patches","Earth tones (rich browns, warm oranges, deep reds, mustard yellows), cream, beige","Coziness, nostalgia, comfort, mindfulness, simple pleasures, domesticity",,2010.0,2010.0
Avant Apocalypse,Avant_Apocalypse,https://aesthetics.fandom.com/wiki/Avant_Apocalypse,"['Cyber_Grunge', 'Fairy_Grunge', 'Plaguecore', 'Post-Apocalyptic', 'Soft_Apocalypse', 'Solarpunk', 'Y2K_Futurism']",2020s,"Deconstruction, asymmetry, layering, neutral tones, cut-outs, unconventional silhouettes","Earth tones, beige, white, grey","Expression of freedom, body-consciousness","ystopian films (e.g., Dune), Sci-fi",2020.0,2020.0
Avant Basic,Avant_Basic,https://aesthetics.fandom.com/wiki/Avant_Basic,"['Danish_Pastel', 'Dopamine', 'Gen_Z_Maximalism', 'Indie_Kid', 'Kidcore', 'Maximalism', 'Memphis_Design', 'Mid-Century_Modern', 'Neubrutalism', 'Psychedelia', 'Vaporwave']",2020s,"Checkerboard, wavy lines, pastel patterns, curved shapes","Pastel blues, pinks, greens, oranges","Playfulness, retro, maximalism,kitsch, creativity",,2020.0,2020.0
Avantropop,Avantropop,https://aesthetics.fandom.com/wiki/Avantropop,"['Avant-garde', 'Bright_Tertiaries', 'Dark_Aero', 'Frutiger_Aero', 'Flat_Design', 'Internet_Awesomesauce', 'McBling', 'Memphis_Design', 'Memphis_Lite', 'Monochrome_Luxe', 'Shibuya_Punk', 'Superflat_Pop', 'UrBling', 'Vectordelia', 'Y2K_Futurism']",2000s,"Asymmetrical geometric shapes, diagonal lines, CMYK color palettes, soft gradients, triangular or square patterns, and colorful polygonal designs, vector-based graphics, striped patterns commonly in Black & White, typefaces like ""ITC Avant Garde Gothic"", ""Lot"", and ""Val""","Neon colors, purple, magenta, red, blue, green, yellow, orange, black, white",,"Noods"", ""Let's Go!/Prefuse"", and ""CHECK it"" eras of Cartoon Network",2000.0,2000.0
Babycore,Babycore,https://aesthetics.fandom.com/wiki/Babycore,"['Babygirl', 'Delicate_Sweet', 'Kawaii', 'Kidcore', 'Sanriocore', 'Yume_Kawaii']",2010s,"Plush toys, baby animals, pacifiers (as accessories), baby bottles, alphabet blocks, rattles, frills, pastels","Pastel pink, baby blue, light yellow, mint green, white, cream","Nostalgia, comfort, innocence, softness, gentleness",,2010.0,2010.0
Babygirl,Babygirl,https://aesthetics.fandom.com/wiki/Babygirl,"['Babycore', 'Coquette', 'Kawaii', 'Nymphet', 'Pastel_Goth', 'Puppygirl', 'Sanriocore', 'Soft_Girl']",2010s,"Pastel colors, frills, lace, bows, stuffed animals, pacifiers (as accessories), pigtails, Mary Janes, hearts","Pastel pink, baby blue, lavender, white, cream","Nostalgia, comfort, self-care, healing, innocence, personal freedom, reclamation of girlhood",,2010.0,2010.0
Baddie,Baddie,https://aesthetics.fandom.com/wiki/Baddie,"['Barbiecore', 'Bimbocore', 'Cherry_Emoji_Twitter', 'Chonga', 'Femme_Fatale', 'Guido', 'Hot_Cheeto_Girl', 'McBling', 'Paty_de_SP']",2010s,Bold makeup and fashion,"Black, red, camo, beige, white and pink.","Being confident, looking good, wearing makeup",,2010.0,2010.0
Bakala,Bakala,https://aesthetics.fandom.com/wiki/Bakala,"['Biker', 'Cani', 'Electronic_Body_Music', 'Gabber', 'New_Beat', 'New_Wave', 'Pokero', 'Rave', 'Skinhead']",1980s (Late) – 2000s (Early),"Shaved ""Cenicero"" hairstyles, bomber jackets (Alpha Industries), customized sportswear, gold jewelry, high-speed driving, macro-discotheques","Orange (inside of bombers), black, neon green, yellow, denim blue","Hedonism, ""destroy"" mentality, tribalism, endurance (multi-day partying), speed, music appreciation (Mákina/Hardcore)","it Music (record label), La Ruta (2022 Series), IVAM ""Ruta Gràfica"" exhibition, Makinavaja",1980.0,2000.0
Balearic Aesthetic,Balearic_Aesthetic,https://aesthetics.fandom.com/wiki/Balearic_Aesthetic,"['Acid_House', 'Bohemian', 'Hippie', 'Psychedelia', 'New_Beat']",Late-1980s,"Mediterranean sunsets, soft-focus photography, flowing linen, bohemian accessories, simple nautical elements, unhurried typography, lizards","Golden yellow, sunset orange, soft pink, azure blue, white","Chilling out, euphoria, free spirit, fun, spontaneity, unhurried pace",,1980.0,1980.0
Ballet,Ballet,https://aesthetics.fandom.com/wiki/Ballet,"['Balletcore', 'Fairycore', 'Romanticism', 'Pink_Parisian']",15th Century,"Tutus, pointe shoes, ribbons, tights, leotards, ballet slippers, barre, stage lighting, mirrors, studios, swans, sugarplum fairies, supernatural beings","White, pink, cream, black, gold, silver","Expression of emotion through movement, classical form, discipline, grace, ethereal beauty, storytelling","he Red Shoes (1948), Black Swan (2010), Suspiria (1977), An American in Paris (1951)",1400.0,1500.0
Balletcore,Balletcore,https://aesthetics.fandom.com/wiki/Balletcore,"['Ballet', 'Coquette', 'Cult_Party_Kei', 'Dollcore', 'Dollette', 'French_Girly', 'Larme_Kei', 'Wishcore', 'Wonyoungism']",2020s,Ballet-inspired fashion,"Pink, white, black, gray, nude",Femininity,,2020.0,2020.0
Ballroom Culture,Ballroom_Culture,https://aesthetics.fandom.com/wiki/Ballroom_Culture,"['Burlesque', 'Cyber_Ghetto', 'Disco', 'Hip-Hop', 'Queercore']",Late 19th Century (formal balls); 1960s/1970s (modern house system),"Categories (realness, runway, face, vogue performance), houses, trophies, chosen family, walking, voguing, shade, reading, fashion as performance, aspirational wealth","Diverse; often bright, bold, and luxurious, reflecting aspirational fashion and glamour","Family, community, self-expression, aspiration, survival, defiance, competition, glamour","aris Is Burning (1990 film), Pose (TV series), Legendary (TV series), Madonna's ""Vogue"" (song/video)",1800.0,1970.0
Bankara,Bankara,https://aesthetics.fandom.com/wiki/Bankara,"['Yanki', 'Taisho_Roman']",1900s,,Black,"Disregard for appearance, masculinity, nationalism",,1900.0,1900.0
Barber Beats,Barber_Beats,https://aesthetics.fandom.com/wiki/Barber_Beats,"['Acid_Design', 'Vaporwave']",Late 2010s,"Classical sculptures, mythological figures, vinyl record aesthetics, ""Acid Graphics,"" elegant typography",,"Nostalgia, luxury, melancholy, sincerity, relaxation",,2010.0,2010.0
Barbiecore,Barbiecore,https://aesthetics.fandom.com/wiki/Barbiecore,"['Bimbocore', 'Bubblegum_Bitch', 'Coconut_Girl', 'Curly_Girly', 'Living_Doll', 'McBling']",2020s (with roots in early 2000sMcBlingfashion),,"Holographic, hot pink, lavender, pastel pink, violet","Beauty, self care, fashion, female friendship","arbie, Disney tween shows, Nickelodeon tween shows, Bratz, MyScene",2000.0,2020.0
Bardcore,Bardcore,https://aesthetics.fandom.com/wiki/Bardcore,"['Dragoncore', 'Dungeonpunk', 'Fantasy', 'Knightcore', 'Medieval', 'Medieval_Fantasy']",2020s,"Medieval music instruments (lutes, harps, flutes, drums); Old English or archaic lyrical adaptations; imagery of medieval fantasy; peasant or historical garb in visual contexts; humorous anachronism","Muted yellows, blues, reds, neutrals; earthy tones often with a sepia-like visual filter for associated imagery","Humor, nostalgia for a fictionalized past, escapism, creative reinterpretation, online community engagement","he Witcher (Jaskier), Dungeons & Dragons (Bard class), medieval fantasy literature and media",2020.0,2020.0
Baroque,Baroque,https://aesthetics.fandom.com/wiki/Baroque,"['Italian_Renaissance', 'Rococo', 'Spanish_Golden_Age', 'Angelcore', 'Royalcore']",c. 1600 - 1750,"Dramatic movement, swirling forms, monumental scale,chiaroscuro(strong light/dark contrast), religious ecstasy, martyrdom, classical mythology, elaborate ornamentation","Deep, rich colors (crimson, indigo, ochre), dramatic contrasts of light and shadow, extensive use of gold and bronze","Opulence, grandeur, sensuousness, drama, movement, tension, emotional exuberance, passion",,1600.0,1750.0
Basque Radical Rock,Basque_Radical_Rock,https://aesthetics.fandom.com/wiki/Basque_Radical_Rock,"['Anarcho-Punk', 'Brav%C3%BA', 'Crustpunk', 'Movida_Madrile%C3%B1a', 'Punk']",1980s,"Red stars, Basque flags (Ikurriña), collage, DIY typography, protest imagery, anti-establishment symbols, crude drawings, stylized ""K"" spellings","Basque colours (red, white, green), black","Anti-establishment, social criticism, regional identity, political protest, DIY ethos",,1980.0,1980.0
Bastardcore,Bastardcore,https://aesthetics.fandom.com/wiki/Bastardcore,"['Alien', 'Bro_Culture', 'Meme_Rap', 'Liminal_Space', 'Olderbrothercore', 'UrBling', 'Weirdcore']",Late 2010s,"Delinquency, vandalism, low-light urban settings (underpasses, parking lots), fire/arson, mundane objects in bizarre context (traffic cone heads, skateboards), grotesque humor (spaghetti mouth, roaches), skeleton masks, people in shopping carts, novelty graphic shirts, possums, badly lit rooms, arresting statements, saying zoo wee mama","Any colors; stark contrast between low-light scenes and bright sources of light (fire, flash, street lamps)","Edgy humor, novelty,shock value, mischief, rebellion, anti-establishment irony",,2010.0,2010.0
Bauhaus,Bauhaus,https://aesthetics.fandom.com/wiki/Bauhaus,"['Arts_and_Crafts', 'Constructivism', 'De_Stijl', 'International_Typographic_Style', 'Mid-Century_Modern', 'Modernism']",1919 - 1933,"Geometric shapes (circles, squares, triangles), clean lines, sans-serif typography, abstract forms, lack of ornamentation, industrial materials (steel, glass, concrete)","Primary colors (red, yellow, blue), black, white, gray","Unification of art and industry, ""form follows function,"" social purpose of design, rationality, simplicity, mass-producibility",,1919.0,1933.0
B-Boy,B-Boy,https://aesthetics.fandom.com/wiki/B-Boy,"['Amekaji', 'Greaser', 'Hip-Hop']",1970s,"Tracksuits/smooth jackets, fitted caps/beanies (for headspins), functional footwear, baggy clothing, name/crew patch work, the cypher (dance circle)","Vibrant sportswear colors (Red, Blue, Green, Yellow), Black, White","Originality, authenticity (through skill), function over form, improvisation, battle, liberation, tough urban aesthetic","ild Style (1983), Beat Street (1984), Flashdance (1983), The Freshest Kids (2002)",1970.0,1970.0
Beach Goth,Beach_Goth,https://aesthetics.fandom.com/wiki/Beach_Goth,"['Goth', 'Summer_Aesthetic', 'Tropicalcore']",nan,Skulls,"Black, white",,,,
Beatnik,Beatnik,https://aesthetics.fandom.com/wiki/Beatnik,"['Bohemian', 'Dark_Academia', 'Hippie', 'Hipster', 'Post-Punk', 'Psychedelia', 'Rude_Boy']",Late 1950s,"Literature (poetry, novels, essays), Jazz/Bebop/Hard Bop music, existentialism and Eastern philosophy, rejection of materialism and conformity, spiritual exploration, altered states of consciousness","Monochrome (stereotypical), but varied","Individual freedom, nonconformity, artistic expression, spiritual exploration, anti-materialism",,1950.0,1950.0
Belgian Popcorn,Belgian_Popcorn,https://aesthetics.fandom.com/wiki/Belgian_Popcorn,"['Northern_Soul', 'New_Beat']",Late 1960s,"Slow swing dance, obscure vinyl records, vintage aesthetics (1950s/1960s Americana), formal attire, crowded dance halls, neon signs, beer consumption","Dark, opulent colors (reflective of the atmosphere)","Exclusivity, style, self-respect, community, decadence, historical reverence",he Sound of Belgium (2012 Documentary),1960.0,1960.0
Berlin Techno Fashion,Berlin_Techno_Fashion,https://aesthetics.fandom.com/wiki/Berlin_Techno_Fashion,"['Bondage', 'Cybergoth', 'Electronic_Body_Music', 'Fetish_Goth', 'Industrial', 'Rivethead', 'Techwear']","Late-1980s, Early-1990s","Anonymity, practicality, self-expression, utilitarianism, fetishwear elements,subversionof commercial fashion","Black, dark tones","Comfort, confidence, freedom, self-expression, anti-capitalism (historically)","erlin Bouncer (documentary), Trainspotting (film)",1980.0,1990.0
Biedermeier,Biedermeier,https://aesthetics.fandom.com/wiki/Biedermeier,"['Classicism', 'Empire_Style', 'Neoclassicism', 'Romanticism']",1810s,"Light-colored native woods, clean lines, geometric forms, domestic scenes, landscapes, family portraits","Natural wood tones (light browns, yellows, reds), with simple fabric patterns","Domesticity, comfort, family, modesty, simplicity, sentimentality, order",,1810.0,1810.0
Biker,Biker,https://aesthetics.fandom.com/wiki/Biker,"['Bosozoku', 'Grunge', 'Gyaru', 'Metal', 'Motomami', 'Post-Apocalyptic', 'Punk', 'Racing', 'Raggare', 'Surfer']",1950s,"Leather, smoking, revving, violence, sex, motorcycles","Black, red, gray",,,1950.0,1950.0
Bills,Bills_(Congolese_subculture),https://aesthetics.fandom.com/wiki/Bills_(Congolese_subculture),"['Dandy', 'Greaser', 'La_Sape', 'Western']",Late 1950s,"Cowboy hats (often Stetsons), leather boots, bandanas/kerchiefs, denim and plaid shirts, Western-style names (e.g., John Wayne, Sherif), high levels of bravado/machismo","Brown (leather/hats), blue (denim), red/plaid (shirts/kerchiefs)","Manhood, self-empowerment, liberation, resistance to colonial infantilization, victory","ony Express (1953),Westernfilms",1950.0,1950.0
Bimbocore,Bimbocore,https://aesthetics.fandom.com/wiki/Bimbocore,"['Barbiecore', 'McBling', 'Y2K', 'Baddie', 'Guido', 'Hyperpop', 'Neoperreo', 'Puppygirl', 'Glitter_Graphics']",Early 2020s,"Pink everything, glitter, velour tracksuits, mini skirts, platform heels, heavy makeup, affirmations, leftist political slogans","Hot pink, baby pink, magenta, pastels","Subversionand reclamation of femininity, pro-sexuality, anti-intellectualism (as a facade), body positivity, self-love, leftist politics",,2020.0,2020.0
Biopunk,Biopunk,https://aesthetics.fandom.com/wiki/Biopunk,"['Cybergoth', 'Cyberprep', 'Cyberpunk', 'Dieselpunk', 'Science_Academia', 'Seapunk', 'Solarpunk', 'Stalker', 'Steampunk']",nan,,,"Genetic manipulation, biotechnology","esident Evil, Parasite Eve, Akira, Neon Genesis Evangelion, Elfen Lied, Stranger Things",,
